Date,EUR/TND
11/04/2022,3.2612
12/04/2022,3.2583
13/04/2022,3.2565
14/04/2022,3.2765
15/04/2022,3.2532
18/04/2022,3.2652
19/04/2022,3.2698
20/04/2022,3.286
21/04/2022,3.2735
22/04/2022,3.2664
25/04/2022,3.2566
26/04/2022,3.2515
27/04/2022,3.2534
28/04/2022,3.2403
29/04/2022,3.2507
02/05/2022,3.269
03/05/2022,3.2703
04/05/2022,3.2658
05/05/2022,3.2449
06/05/2022,3.2643
09/05/2022,3.2701
10/05/2022,3.2658
11/05/2022,3.2498
12/05/2022,3.2433
13/05/2022,3.2427
16/05/2022,3.2472
17/05/2022,3.2564
18/05/2022,3.2465
19/05/2022,3.2649
20/05/2022,3.27
23/05/2022,3.275
24/05/2022,3.2777
25/05/2022,3.2698
26/05/2022,3.2765
27/05/2022,3.2662
30/05/2022,3.2827
31/05/2022,3.2633
01/06/2022,3.2681
02/06/2022,3.2736
03/06/2022,3.2745
06/06/2022,3.2615
07/06/2022,3.2647
08/06/2022,3.2972
09/06/2022,3.263
10/06/2022,3.2369
13/06/2022,3.2432
14/06/2022,3.247
15/06/2022,3.2468
16/06/2022,3.2601
17/06/2022,3.2647
20/06/2022,3.2593
21/06/2022,3.2673
22/06/2022,3.2639
23/06/2022,3.267
24/06/2022,3.2725
27/06/2022,3.2477
28/06/2022,3.2528
29/06/2022,3.2457
30/06/2022,3.246
01/07/2022,3.2364
04/07/2022,3.2434
05/07/2022,3.2169
06/07/2022,3.2022
07/07/2022,3.2078
08/07/2022,3.2111
11/07/2022,3.1881
12/07/2022,3.1887
13/07/2022,3.1974
14/07/2022,3.1804
15/07/2022,3.2067
18/07/2022,3.229
19/07/2022,3.2096
20/07/2022,3.2337
21/07/2022,3.2232
22/07/2022,3.2203
25/07/2022,3.2295
26/07/2022,3.21
27/07/2022,3.2272
28/07/2022,3.2228
29/07/2022,3.21
01/08/2022,3.2108
02/08/2022,3.1946
03/08/2022,3.2118
04/08/2022,3.2194
05/08/2022,3.2152
08/08/2022,3.2088
09/08/2022,3.2155
10/08/2022,3.2175
11/08/2022,3.2207
12/08/2022,3.2078
15/08/2022,3.1995
16/08/2022,3.2116
17/08/2022,3.206
18/08/2022,3.1943
19/08/2022,3.1978
22/08/2022,3.1792
23/08/2022,3.1935
24/08/2022,3.1918
25/08/2022,3.1908
26/08/2022,3.1885
29/08/2022,3.2008
30/08/2022,3.2057
31/08/2022,3.2112
01/09/2022,3.1995
02/09/2022,3.2012
05/09/2022,3.1982
06/09/2022,3.2047
07/09/2022,3.2201
08/09/2022,3.219
09/09/2022,3.2178
12/09/2022,3.2227
13/09/2022,3.2014
14/09/2022,3.2166
15/09/2022,3.2105
16/09/2022,3.2149
19/09/2022,3.2153
20/09/2022,3.2077
21/09/2022,3.1821
22/09/2022,3.2024
23/09/2022,3.1807
26/09/2022,3.1698
27/09/2022,3.1712
28/09/2022,3.1857
29/09/2022,3.1961
30/09/2022,3.2032
03/10/2022,3.2004
04/10/2022,3.2187
05/10/2022,3.2002
06/10/2022,3.1972
07/10/2022,3.1853
10/10/2022,3.1936
11/10/2022,3.1937
12/10/2022,3.1975
13/10/2022,3.2063
14/10/2022,3.2033
17/10/2022,3.2263
18/10/2022,3.2269
19/10/2022,3.2097
20/10/2022,3.2182
21/10/2022,3.2325
24/10/2022,3.2204
25/10/2022,3.2281
26/10/2022,3.2554
27/10/2022,3.2382
28/10/2022,3.225
31/10/2022,3.2087
01/11/2022,3.2051
02/11/2022,3.2268
03/11/2022,3.2008
04/11/2022,3.2325
07/11/2022,3.2473
08/11/2022,3.242
09/11/2022,3.2314
10/11/2022,3.257
11/11/2022,3.2991
14/11/2022,3.3187
15/11/2022,3.3092
16/11/2022,3.2971
17/11/2022,3.3001
18/11/2022,3.2689
21/11/2022,3.309
22/11/2022,3.3386
23/11/2022,3.3597
24/11/2022,3.3583
25/11/2022,3.3722
28/11/2022,3.3383
29/11/2022,3.3391
30/11/2022,3.359
01/12/2022,3.3883
02/12/2022,3.3755
05/12/2022,3.3407
06/12/2022,3.3573
07/12/2022,3.3595
08/12/2022,3.3922
09/12/2022,3.3809
12/12/2022,3.3839
13/12/2022,3.3658
14/12/2022,3.3541
15/12/2022,3.3419
16/12/2022,3.3156
19/12/2022,3.3167
20/12/2022,3.3222
21/12/2022,3.3221
22/12/2022,3.3224
23/12/2022,3.3186
26/12/2022,3.3279
27/12/2022,3.3158
28/12/2022,3.3149
29/12/2022,3.3298
30/12/2022,3.3342
02/01/2023,3.3262
03/01/2023,3.302
04/01/2023,3.3144
05/01/2023,3.2996
06/01/2023,3.3266
09/01/2023,3.3556
10/01/2023,3.3236
11/01/2023,3.3259
12/01/2023,3.3361
13/01/2023,3.3361
16/01/2023,3.3222
17/01/2023,3.3203
18/01/2023,3.3296
19/01/2023,3.3383
20/01/2023,3.3377
23/01/2023,3.3552
24/01/2023,3.3545
25/01/2023,3.3518
26/01/2023,3.3417
27/01/2023,3.3373
30/01/2023,3.3174
31/01/2023,3.317
01/02/2023,3.3294
02/02/2023,3.3176
03/02/2023,3.3036
06/02/2023,3.3183
07/02/2023,3.3232
08/02/2023,3.32
09/02/2023,3.3403
10/02/2023,3.3309
13/02/2023,3.3454
14/02/2023,3.3457
15/02/2023,3.3293
16/02/2023,3.3147
17/02/2023,3.3166
20/02/2023,3.3505
21/02/2023,3.3481
22/02/2023,3.3156
23/02/2023,3.3051
24/02/2023,3.2878
27/02/2023,3.3331
28/02/2023,3.3344
01/03/2023,3.35
02/03/2023,3.3281
03/03/2023,3.3323
06/03/2023,3.339
07/03/2023,3.3136
08/03/2023,3.3303
09/03/2023,3.3248
10/03/2023,3.3254
13/03/2023,3.3355
14/03/2023,3.3426
15/03/2023,3.3179
16/03/2023,3.3189
17/03/2023,3.3206
20/03/2023,3.3328
21/03/2023,3.3262
22/03/2023,3.3387
23/03/2023,3.323
24/03/2023,3.3361
27/03/2023,3.3373
28/03/2023,3.3505
29/03/2023,3.3224
30/03/2023,3.3292
31/03/2023,3.3186
03/04/2023,3.3351
04/04/2023,3.337
05/04/2023,3.3339
06/04/2023,3.3307
07/04/2023,3.3358
10/04/2023,3.3268
11/04/2023,3.3323
12/04/2023,3.3445
13/04/2023,3.3486
14/04/2023,3.3433
17/04/2023,3.376
18/04/2023,3.3894
19/04/2023,3.3943
20/04/2023,3.3908
21/04/2023,3.3936
24/04/2023,3.3549
25/04/2023,3.343
26/04/2023,3.3566
27/04/2023,3.3544
28/04/2023,3.3464
01/05/2023,3.3418
02/05/2023,3.352
03/05/2023,3.3601
04/05/2023,3.3479
05/05/2023,3.3488
08/05/2023,3.3435
09/05/2023,3.344
10/05/2023,3.3441
11/05/2023,3.3317
12/05/2023,3.3043
15/05/2023,3.332
16/05/2023,3.3307
17/05/2023,3.3371
18/05/2023,3.3306
19/05/2023,3.3383
22/05/2023,3.3408
23/05/2023,3.3331
24/05/2023,3.322
25/05/2023,3.3236
26/05/2023,3.3238
29/05/2023,3.3212
30/05/2023,3.3266
31/05/2023,3.3303
01/06/2023,3.3318
02/06/2023,3.3217
05/06/2023,3.3283
06/06/2023,3.3348
07/06/2023,3.3321
08/06/2023,3.3458
09/06/2023,3.3395
12/06/2023,3.3407
13/06/2023,3.3423
14/06/2023,3.3466
15/06/2023,3.3681
16/06/2023,3.3676
19/06/2023,3.3694
20/06/2023,3.3699
21/06/2023,3.3805
22/06/2023,3.3791
23/06/2023,3.372
26/06/2023,3.3696
27/06/2023,3.3863
28/06/2023,3.3727
29/06/2023,3.3613
30/06/2023,3.3738
03/07/2023,3.3766
04/07/2023,3.3675
05/07/2023,3.356
06/07/2023,3.3745
07/07/2023,3.3839
10/07/2023,3.3938
11/07/2023,3.385
12/07/2023,3.4107
13/07/2023,3.4061
14/07/2023,3.4052
17/07/2023,3.4059
18/07/2023,3.4049
19/07/2023,3.4005
20/07/2023,3.3894
21/07/2023,3.4004
24/07/2023,3.3689
25/07/2023,3.3725
26/07/2023,3.4059
27/07/2023,3.357
28/07/2023,3.3822
31/07/2023,3.378
01/08/2023,3.3888
02/08/2023,3.3638
03/08/2023,3.3686
04/08/2023,3.3695
07/08/2023,3.3975
08/08/2023,3.3619
09/08/2023,3.3779
10/08/2023,3.3772
11/08/2023,3.3645
14/08/2023,3.3617
15/08/2023,3.3639
16/08/2023,3.356
17/08/2023,3.3541
18/08/2023,3.3562
21/08/2023,3.3816
22/08/2023,3.3538
23/08/2023,3.356
24/08/2023,3.3423
25/08/2023,3.3376
28/08/2023,3.3451
29/08/2023,3.3733
30/08/2023,3.377
31/08/2023,3.3524
01/09/2023,3.3341
04/09/2023,3.3389
05/09/2023,3.3563
06/09/2023,3.3545
07/09/2023,3.3541
08/09/2023,3.352
11/09/2023,3.3601
12/09/2023,3.364
13/09/2023,3.3617
14/09/2023,3.3528
15/09/2023,3.3592
18/09/2023,3.3642
19/09/2023,3.3668
20/09/2023,3.3477
21/09/2023,3.3612
22/09/2023,3.359
25/09/2023,3.3563
26/09/2023,3.3554
27/09/2023,3.3441
28/09/2023,3.3535
29/09/2023,3.3517
02/10/2023,3.3398
03/10/2023,3.341
04/10/2023,3.3488
05/10/2023,3.3529
06/10/2023,3.361
09/10/2023,3.3537
10/10/2023,3.3565
11/10/2023,3.3577
12/10/2023,3.3508
13/10/2023,3.3463
16/10/2023,3.3528
17/10/2023,3.3572
18/10/2023,3.3491
19/10/2023,3.3531
20/10/2023,3.3576
23/10/2023,3.3737
24/10/2023,3.354
25/10/2023,3.3502
26/10/2023,3.3548
27/10/2023,3.348
30/10/2023,3.3646
31/10/2023,3.3606
01/11/2023,3.3614
02/11/2023,3.3668
03/11/2023,3.3757
06/11/2023,3.372
07/11/2023,3.375
08/11/2023,3.3786
09/11/2023,3.3691
10/11/2023,3.3746
13/11/2023,3.375
14/11/2023,3.3911
15/11/2023,3.3884
16/11/2023,3.3872
17/11/2023,3.4036
20/11/2023,3.4012
21/11/2023,3.3925
22/11/2023,3.3893
23/11/2023,3.3953
24/11/2023,3.3965
27/11/2023,3.3988
28/11/2023,3.4007
29/11/2023,3.3966
30/11/2023,3.3889
01/12/2023,3.3864
04/12/2023,3.3797
05/12/2023,3.3755
06/12/2023,3.3712
07/12/2023,3.371
08/12/2023,3.3692
11/12/2023,3.3716
12/12/2023,3.3782
13/12/2023,3.3764
14/12/2023,3.383
15/12/2023,3.3646
18/12/2023,3.381
19/12/2023,3.3972
20/12/2023,3.3837
21/12/2023,3.3941
22/12/2023,3.3932
25/12/2023,3.3925
26/12/2023,3.3963
27/12/2023,3.4046
28/12/2023,3.3927
29/12/2023,3.3897
01/01/2024,3.3905
02/01/2024,3.3848
03/01/2024,3.3827
04/01/2024,3.3882
05/01/2024,3.3892
08/01/2024,3.3886
09/01/2024,3.3842
10/01/2024,3.3949
11/01/2024,3.3946
12/01/2024,3.3881
15/01/2024,3.3895
16/01/2024,3.3807
17/01/2024,3.3856
18/01/2024,3.3857
19/01/2024,3.3888
22/01/2024,3.3837
23/01/2024,3.3795
24/01/2024,3.3852
25/01/2024,3.3762
26/01/2024,3.3794
29/01/2024,3.3779
30/01/2024,3.3802
31/01/2024,3.374
01/02/2024,3.3857
02/02/2024,3.3728
05/02/2024,3.3667
06/02/2024,3.3673
07/02/2024,3.3694
08/02/2024,3.3733
09/02/2024,3.3727
12/02/2024,3.3708
13/02/2024,3.3647
14/02/2024,3.3681
15/02/2024,3.3749
16/02/2024,3.3761
19/02/2024,3.3758
20/02/2024,3.3772
21/02/2024,3.3802
22/02/2024,3.3785
23/02/2024,3.3769
26/02/2024,3.3831
27/02/2024,3.3803
28/02/2024,3.3815
29/02/2024,3.3719
01/03/2024,3.3806
04/03/2024,3.3814
05/03/2024,3.3805
06/03/2024,3.3885
07/03/2024,3.3959
08/03/2024,3.3854
11/03/2024,3.383
12/03/2024,3.3828
13/03/2024,3.3881
14/03/2024,3.3706
15/03/2024,3.3769
18/03/2024,3.3726
19/03/2024,3.3749
20/03/2024,3.3889
21/03/2024,3.3684
22/03/2024,3.3609
25/03/2024,3.3782
26/03/2024,3.3765
27/03/2024,3.3802
28/03/2024,3.3722
29/03/2024,3.3741
01/04/2024,3.3616
02/04/2024,3.3706
03/04/2024,3.3815
04/04/2024,3.3775
05/04/2024,3.3778
08/04/2024,3.3828
09/04/2024,3.3816
10/04/2024,3.3474
11/04/2024,3.3439
12/04/2024,3.3534
15/04/2024,3.3543
16/04/2024,3.3574
17/04/2024,3.3671
18/04/2024,3.3544
19/04/2024,3.3615
22/04/2024,3.3619
23/04/2024,3.3689
24/04/2024,3.3681
25/04/2024,3.3734
26/04/2024,3.364
29/04/2024,3.3705
30/04/2024,3.3571
01/05/2024,3.3684
02/05/2024,3.3702
03/05/2024,3.3713
06/05/2024,3.371
07/05/2024,3.3684
08/05/2024,3.3708
09/05/2024,3.3772
10/05/2024,3.374
13/05/2024,3.3751
14/05/2024,3.379
15/05/2024,3.3956
16/05/2024,3.3818
17/05/2024,3.3852
20/05/2024,3.3813
21/05/2024,3.3816
22/05/2024,3.3778
23/05/2024,3.3766
24/05/2024,3.3845
27/05/2024,3.3825
28/05/2024,3.3794
29/05/2024,3.3696
30/05/2024,3.3816
31/05/2024,3.3802
03/06/2024,3.3865
04/06/2024,3.3823
05/06/2024,3.3807
06/06/2024,3.3829
07/06/2024,3.3724
10/06/2024,3.3698
11/06/2024,3.3654
12/06/2024,3.3737
13/06/2024,3.3554
14/06/2024,3.3619
17/06/2024,3.3663
18/06/2024,3.3622
19/06/2024,3.363
20/06/2024,3.365
21/06/2024,3.355
24/06/2024,3.3677
25/06/2024,3.3663
26/06/2024,3.3653
27/06/2024,3.3619
28/06/2024,3.3679
01/07/2024,3.3738
02/07/2024,3.375
03/07/2024,3.3779
04/07/2024,3.378
05/07/2024,3.3857
08/07/2024,3.3795
09/07/2024,3.3738
10/07/2024,3.3782
11/07/2024,3.3902
12/07/2024,3.3853
15/07/2024,3.3835
16/07/2024,3.3834
17/07/2024,3.3881
18/07/2024,3.3769
19/07/2024,3.377
22/07/2024,3.3783
23/07/2024,3.3715
24/07/2024,3.3673
25/07/2024,3.3674
26/07/2024,3.3702
29/07/2024,3.3615
30/07/2024,3.3573
31/07/2024,3.3599
01/08/2024,3.3535
02/08/2024,3.3849
05/08/2024,3.3697
06/08/2024,3.3757
07/08/2024,3.3713
08/08/2024,3.3706
09/08/2024,3.3747
12/08/2024,3.3695
13/08/2024,3.3933
14/08/2024,3.3792
15/08/2024,3.3689
16/08/2024,3.3819
19/08/2024,3.3976
20/08/2024,3.3921
21/08/2024,3.3937
22/08/2024,3.3861
23/08/2024,3.3996
26/08/2024,3.3928
27/08/2024,3.398
28/08/2024,3.3842
29/08/2024,3.3775
30/08/2024,3.3744
02/09/2024,3.3806
03/09/2024,3.3681
04/09/2024,3.3801
05/09/2024,3.3822
06/09/2024,3.3746
09/09/2024,3.3646
10/09/2024,3.3637
11/09/2024,3.366
12/09/2024,3.3765
13/09/2024,3.3719
16/09/2024,3.3766
17/09/2024,3.3763
18/09/2024,3.3767
19/09/2024,3.3835
20/09/2024,3.3872
23/09/2024,3.3746
24/09/2024,3.3858
25/09/2024,3.3741
26/09/2024,3.3892
27/09/2024,3.3849
30/09/2024,3.379
01/10/2024,3.37
02/10/2024,3.3643
03/10/2024,3.3705
04/10/2024,3.3644
07/10/2024,3.3688
08/10/2024,3.3661
09/10/2024,3.3546
10/10/2024,3.36
11/10/2024,3.359
14/10/2024,3.357
15/10/2024,3.3488
16/10/2024,3.3496
17/10/2024,3.3461
18/10/2024,3.3541
21/10/2024,3.3517
22/10/2024,3.3464
23/10/2024,3.3481
24/10/2024,3.3608
25/10/2024,3.3481
28/10/2024,3.3461
29/10/2024,3.3539
30/10/2024,3.3612
31/10/2024,3.3696
01/11/2024,3.3513
04/11/2024,3.3638
05/11/2024,3.3761
06/11/2024,3.3472
07/11/2024,3.3595
08/11/2024,3.3416
11/11/2024,3.3385
12/11/2024,3.34
13/11/2024,3.3258
14/11/2024,3.3204
15/11/2024,3.3286
18/11/2024,3.3377
19/11/2024,3.3391
20/11/2024,3.3241
21/11/2024,3.3144
22/11/2024,3.3067
25/11/2024,3.321
26/11/2024,3.3171
27/11/2024,3.3245
28/11/2024,3.3272
29/11/2024,3.3249
02/12/2024,3.3134
03/12/2024,3.3103
04/12/2024,3.3174
05/12/2024,3.3235
06/12/2024,3.3179
09/12/2024,3.3206
10/12/2024,3.3186
11/12/2024,3.3165
12/12/2024,3.3091
13/12/2024,3.328
16/12/2024,3.3308
17/12/2024,3.3252
18/12/2024,3.2949
19/12/2024,3.3059
20/12/2024,3.3225
23/12/2024,3.3144
24/12/2024,3.32
25/12/2024,3.3189
26/12/2024,3.3197
27/12/2024,3.3233
30/12/2024,3.316
31/12/2024,3.3016
01/01/2025,3.3027
02/01/2025,3.2911
03/01/2025,3.3085
06/01/2025,3.319
07/01/2025,3.303
08/01/2025,3.3114
09/01/2025,3.3065
10/01/2025,3.2999
13/01/2025,3.3053
14/01/2025,3.3203
15/01/2025,3.3019
16/01/2025,3.3072
17/01/2025,3.3011
20/01/2025,3.3263
21/01/2025,3.321
22/01/2025,3.3184
23/01/2025,3.3238
24/01/2025,3.338
27/01/2025,3.3271
28/01/2025,3.3229
29/01/2025,3.3214
30/01/2025,3.3108
31/01/2025,3.3079
03/02/2025,3.3223
04/02/2025,3.3188
05/02/2025,3.3113
06/02/2025,3.3183
07/02/2025,3.3019
10/02/2025,3.2995
11/02/2025,3.3066
12/02/2025,3.312
13/02/2025,3.3266
14/02/2025,3.3274
17/02/2025,3.3154
18/02/2025,3.3091
19/02/2025,3.3085
20/02/2025,3.3159
21/02/2025,3.3092
24/02/2025,3.3139
25/02/2025,3.321
26/02/2025,3.3137
27/02/2025,3.294
28/02/2025,3.2919
03/03/2025,3.3155
04/03/2025,3.3389
05/03/2025,3.3568
06/03/2025,3.3439
07/03/2025,3.3517
10/03/2025,3.3498
11/03/2025,3.3667
12/03/2025,3.3558
13/03/2025,3.3551
14/03/2025,3.3587
17/03/2025,3.3681
18/03/2025,3.3656
19/03/2025,3.3646
20/03/2025,3.3524
21/03/2025,3.3491
24/03/2025,3.3528
25/03/2025,3.3492
26/03/2025,3.3455
27/03/2025,3.3557
28/03/2025,3.3633
31/03/2025,3.3612
01/04/2025,3.351
02/04/2025,3.363
03/04/2025,3.3764
04/04/2025,3.3561
07/04/2025,3.3475
08/04/2025,3.3759
09/04/2025,3.3594
10/04/2025,3.3944
11/04/2025,3.3995
14/04/2025,3.3907
15/04/2025,3.3866
16/04/2025,3.4096
17/04/2025,3.3976
18/04/2025,3.4052
21/04/2025,3.4067
22/04/2025,3.3984
23/04/2025,3.3896
24/04/2025,3.3973
25/04/2025,3.4027
28/04/2025,3.4081
29/04/2025,3.3948
30/04/2025,3.3777
